UserID,Name_Uni,Rating
1,Education University - Hanoi National University,1
1,HCMC University of Education,5
1,Central University of Art Education,5
1,University of Foreign Languages ??- Hanoi National University (QHF),4
1,University of Social Sciences and Humanities - National University of Ho Chi Minh City,3
1,University of Education - Thai Nguyen University,4
1,University of Education - The University of Da Nang,0
1,University of Education - Hue University,0
1,Hanoi University of Education 2,3
1,University of Social Sciences and Humanities - Hanoi National University,4
1,Journalism Academy - Propaganda,2
1,Journalism Academy - Propaganda,4
1,Journalism Academy - Propaganda,4
1,University of Social Sciences and Humanities - National University of Ho Chi Minh City,5
1,University of Social Sciences and Humanities - National University of Ho Chi Minh City,0
1,University of Labor - Society (Hanoi Campus),0
1,Labor - Social University (Hanoi Campus),2
1,University Union,5
1,Ton Duc Thang University,3
1,University of Education - The University of Da Nang,1
1,University of Labor - Society (Southern campus),2
1,University of Labor - Society (Southern campus),2
1,University of Labor - Society (Son Tay Campus),2
1,Vietnamese Women's Academy,4
1,University of Science - Hue University,4
1,Quy Nhon University,0
1,University of Science - Thai Nguyen University,0
1,"Thanh Hoa University of Culture, Sports and Tourism",1
1,Hoa Binh University,3
1,National Economic University,1
1,University of Economics - Hanoi National University,0
1,University of Commerce,2
1,Foreign Trade University,0
1,Academy of Finance,5
1,University of Economics - The University of Da Nang,0
1,University of Economics - Law (UEL),1
1,University of Economics and Finance Ho Chi Minh City (UEF),4
1,University of Finance - Marketing (UFM),5
1,Foreign Trade University of Ho Chi Minh City,4
1,Banking Academy,5
1,Banking University of Ho Chi Minh City,1
1,Ton Duc Thang University,0
1,Hanoi University of Internal Affairs,0
1,Hanoi University,2
1,Hanoi Capital University,5
1,Hanoi University of Culture,3
1,Hanoi University of Social Sciences and Humanities,5
1,Hanoi University of Industry,5
1,Hanoi Open University,2
1,Vietnam Women's Academy,1
1,University of Commerce,2
1,National Economics University,5
1,Thanh Do University,3
1,Thang Long University,3
1,FPT University,4
1,Huu Nghi University of Technology and Management,5
1,Dai Nam University,5
2,Hanoi University of Technology:,0
2,Military Technical Academy:,1
2,"University of Technology, University of Da Nang:",4
2,"Polytechnic University, National University of Ho Chi Minh City:",3
2,"University of Industrial Technology, Thai Nguyen University:",0
2,University of Transport:,1
2,Hai Phong University:,5
2,Hanoi University of Mining and Geology:,1
2,Hanoi University of Agriculture:,0
2,University of Transport Technology,4
2,Irrigation University:,4
2,Construction University:,3
2,Forestry University:,2
2,Electricity University:,4
2,University of Economic and Technical Industry:,0
2,Hanoi University of Industry:,2
2,Quang Ninh Industrial University:,1
2,Viet Hung University of Industry:,5
2,Viet Tri University of Industry:,1
2,Bac Giang University of Agriculture and Forestry:,0
2,Sao Do University,3
2,Hung Yen University of Technical Education,0
2,Nam Dinh University of Technical Education,0
2,Vinh University of Technical Education,5
2,Vinh University of Industry,1
2,Central Construction University,4
2,Nha Trang University,3
2,Ho Chi Minh City University of Industry,2
2,Ho Chi Minh City University of Food Industry,4
2,Ho Chi Minh City University of Transport,5
2,Ho Chi Minh City University of Agriculture and Forestry,3
2,Ho Chi Minh City University of Technical Education,2
2,Tran Dai Nghia University,2
2,Vietnam Maritime University,0
2,Ngo Quyen University,3
2,Ho Chi Minh City University of Technology and Technology,3
2,Long An University of Economics and Industry,3
2,Binh Duong University of Economics and Technology,1
2,Lac Hong University,0
2,Nguyen Tat Thanh University,1
2,Saigon University of Technology,5
2,Can Tho University,1
2,Hanoi Medical University,0
2,Ho Chi Minh City University of Medicine and Pharmacy,0
2,Hanoi University of Pharmacy,5
2,Military Medical Academy,4
2,Thai Binh University of Medicine and Pharmacy,1
2,Can Tho University of Medicine and Pharmacy,5
2,Hue University of Medicine and Pharmacy,3
2,Pham Ngoc Thach Medical University,3
2,Faculty of Medicine - Ho Chi Minh City National University,5
2,Vietnam Traditional Medicine and Pharmacy Institute,4
2,Hai Phong University of Medicine and Pharmacy,2
2,Vinh Medical University,4
2,University of Medicine and Pharmacy - Thai Nguyen University,0
2,HA NOI PHARMACEUTICAL DEPARTMENT,4
2,University of Economic and Technical Industry,0
2,Thanh Tay University,0
2,Forestry University (Campus 1),1
2,Hanoi University of Science and Technology ...,2
2,University of Technology - The University of Da Nang,0
2,Can Tho University,4
2,Nha Trang University,2
2,Nghe An University of Economics,1
2,The University of Ba Ria - Vung Tau ...,1
2,Vietnam National Academy of Music,4
2,Vietnam University of Fine Arts,3
2,Central University of Art Education,0
2,Hue Academy of Music,5
2,Ho Chi Minh City Conservatory of Music,3
2,Ho Chi Minh City University of Fine Arts,0
2,Military Culture - Art University,3
2,Hanoi University of Theater and Cinema,0
2,Northwestern College of Culture and Arts,3
2,Dong Nai College of Decorative Arts,4
2,Industrial Art University,0
2,Asian University of Industrial Fine Arts,3
2,Ho Chi Minh City University of Theater and Cinema,1
2,Vietnam Dance Academy,5
2,Viet Bac College of Culture and Arts,0
2,An College of Culture and Arts,4
2,Hanoi University of Education,4
2,Education University - Hanoi National University,2
2,HCMC University of Education,1
2,Central University of Art Education,5
2,University of Foreign Languages ??- Hanoi National University (QHF),5
2,University of Social Sciences and Humanities - National University of Ho Chi Minh City,3
2,University of Education - Thai Nguyen University,4
2,University of Education - The University of Da Nang,2
2,University of Education - Hue University,0
2,Hanoi University of Education 2,2
2,University of Social Sciences and Humanities - Hanoi National University,0
2,Journalism Academy - Propaganda,5
2,Journalism Academy - Propaganda,5
2,Journalism Academy - Propaganda,3
2,University of Social Sciences and Humanities - National University of Ho Chi Minh City,4
2,University of Social Sciences and Humanities - National University of Ho Chi Minh City,1
2,University of Labor - Society (Hanoi Campus),4
2,Labor - Social University (Hanoi Campus),0
2,University Union,0
2,Ton Duc Thang University,2
2,University of Education - The University of Da Nang,3
2,University of Labor - Society (Southern campus),1
2,University of Labor - Society (Southern campus),4
2,University of Labor - Society (Son Tay Campus),3
2,Vietnamese Women's Academy,0
2,University of Science - Hue University,3
2,Quy Nhon University,1
2,University of Science - Thai Nguyen University,0
2,"Thanh Hoa University of Culture, Sports and Tourism",0
2,Hoa Binh University,4
2,National Economic University,2
2,University of Economics - Hanoi National University,3
2,University of Commerce,5
2,Foreign Trade University,2
2,Academy of Finance,2
2,University of Economics - The University of Da Nang,3
2,University of Economics - Law (UEL),0
2,University of Economics and Finance Ho Chi Minh City (UEF),3
2,University of Finance - Marketing (UFM),5
2,Foreign Trade University of Ho Chi Minh City,1
2,Banking Academy,4
2,Banking University of Ho Chi Minh City,0
2,Ton Duc Thang University,1
2,Hanoi University of Internal Affairs,3
2,Hanoi University,2
2,Hanoi Capital University,3
2,Hanoi University of Culture,4
2,Hanoi University of Social Sciences and Humanities,0
2,Hanoi University of Industry,5
2,Hanoi Open University,2
2,Vietnam Women's Academy,2
2,University of Commerce,2
2,National Economics University,0
2,Thanh Do University,5
2,Thang Long University,1
2,FPT University,3
2,Huu Nghi University of Technology and Management,4
2,Dai Nam University,3
3,Hanoi University of Technology:,1
3,Military Technical Academy:,2
3,"University of Technology, University of Da Nang:",3
3,"Polytechnic University, National University of Ho Chi Minh City:",5
3,"University of Industrial Technology, Thai Nguyen University:",2
3,University of Transport:,5
3,Hai Phong University:,2
3,Hanoi University of Mining and Geology:,0
3,Hanoi University of Agriculture:,2
3,University of Transport Technology,3
3,Irrigation University:,4
3,Construction University:,1
3,Forestry University:,5
3,Electricity University:,0
3,University of Economic and Technical Industry:,1
3,Hanoi University of Industry:,4
3,Quang Ninh Industrial University:,4
3,Viet Hung University of Industry:,3
3,Viet Tri University of Industry:,5
3,Bac Giang University of Agriculture and Forestry:,0
3,Sao Do University,2
3,Hung Yen University of Technical Education,5
3,Nam Dinh University of Technical Education,1
3,Vinh University of Technical Education,5
3,Vinh University of Industry,3
3,Central Construction University,1
3,Nha Trang University,2
3,Ho Chi Minh City University of Industry,3
3,Ho Chi Minh City University of Food Industry,3
3,Ho Chi Minh City University of Transport,3
3,Ho Chi Minh City University of Agriculture and Forestry,0
3,Ho Chi Minh City University of Technical Education,0
3,Tran Dai Nghia University,5
3,Vietnam Maritime University,1
3,Ngo Quyen University,5
3,Ho Chi Minh City University of Technology and Technology,3
3,Long An University of Economics and Industry,2
3,Binh Duong University of Economics and Technology,4
3,Lac Hong University,3
3,Nguyen Tat Thanh University,5
3,Saigon University of Technology,0
3,Can Tho University,1
3,Hanoi Medical University,0
3,Ho Chi Minh City University of Medicine and Pharmacy,5
3,Hanoi University of Pharmacy,3
3,Military Medical Academy,1
3,Thai Binh University of Medicine and Pharmacy,3
3,Can Tho University of Medicine and Pharmacy,3
3,Hue University of Medicine and Pharmacy,2
3,Pham Ngoc Thach Medical University,1
3,Faculty of Medicine - Ho Chi Minh City National University,0
3,Vietnam Traditional Medicine and Pharmacy Institute,0
3,Hai Phong University of Medicine and Pharmacy,3
3,Vinh Medical University,2
3,University of Medicine and Pharmacy - Thai Nguyen University,5
3,HA NOI PHARMACEUTICAL DEPARTMENT,0
3,University of Economic and Technical Industry,1
3,Thanh Tay University,0
3,Forestry University (Campus 1),2
3,Hanoi University of Science and Technology ...,5
3,University of Technology - The University of Da Nang,3
3,Can Tho University,5
3,Nha Trang University,3
3,Nghe An University of Economics,0
3,The University of Ba Ria - Vung Tau ...,0
3,Vietnam National Academy of Music,5
3,Vietnam University of Fine Arts,4
3,Central University of Art Education,2
3,Hue Academy of Music,4
3,Ho Chi Minh City Conservatory of Music,1
3,Ho Chi Minh City University of Fine Arts,0
3,Military Culture - Art University,3
3,Hanoi University of Theater and Cinema,2
3,Northwestern College of Culture and Arts,0
3,Dong Nai College of Decorative Arts,4
3,Industrial Art University,1
3,Asian University of Industrial Fine Arts,5
3,Ho Chi Minh City University of Theater and Cinema,0
3,Vietnam Dance Academy,2
3,Viet Bac College of Culture and Arts,2
3,An College of Culture and Arts,2
3,Hanoi University of Education,5
3,Education University - Hanoi National University,1
3,HCMC University of Education,5
3,Central University of Art Education,5
3,University of Foreign Languages ??- Hanoi National University (QHF),0
3,University of Social Sciences and Humanities - National University of Ho Chi Minh City,5
3,University of Education - Thai Nguyen University,0
3,University of Education - The University of Da Nang,4
3,University of Education - Hue University,4
3,Hanoi University of Education 2,2
3,University of Social Sciences and Humanities - Hanoi National University,4
3,Journalism Academy - Propaganda,1
3,Journalism Academy - Propaganda,4
3,Journalism Academy - Propaganda,1
3,University of Social Sciences and Humanities - National University of Ho Chi Minh City,3
3,University of Social Sciences and Humanities - National University of Ho Chi Minh City,1
3,University of Labor - Society (Hanoi Campus),1
3,Labor - Social University (Hanoi Campus),2
3,University Union,1
3,Ton Duc Thang University,4
3,University of Education - The University of Da Nang,2
3,University of Labor - Society (Southern campus),1
3,University of Labor - Society (Southern campus),0
3,University of Labor - Society (Son Tay Campus),1
3,Vietnamese Women's Academy,5
3,University of Science - Hue University,0
3,Quy Nhon University,2
3,University of Science - Thai Nguyen University,5
3,"Thanh Hoa University of Culture, Sports and Tourism",5
3,Hoa Binh University,3
3,National Economic University,0
3,University of Economics - Hanoi National University,3
3,University of Commerce,3
3,Foreign Trade University,0
3,Academy of Finance,5
3,University of Economics - The University of Da Nang,1
3,University of Economics - Law (UEL),3
3,University of Economics and Finance Ho Chi Minh City (UEF),0
3,University of Finance - Marketing (UFM),1
3,Foreign Trade University of Ho Chi Minh City,2
3,Banking Academy,0
3,Banking University of Ho Chi Minh City,2
3,Ton Duc Thang University,3
3,Hanoi University of Internal Affairs,2
3,Hanoi University,0
3,Hanoi Capital University,3
3,Hanoi University of Culture,5
3,Hanoi University of Social Sciences and Humanities,1
3,Hanoi University of Industry,5
3,Hanoi Open University,4
3,Vietnam Women's Academy,4
3,University of Commerce,5
3,National Economics University,1
3,Thanh Do University,5
3,Thang Long University,0
3,FPT University,5
3,Huu Nghi University of Technology and Management,0
3,Dai Nam University,3
4,Hanoi University of Technology:,2
4,Military Technical Academy:,4
4,"University of Technology, University of Da Nang:",1
4,"Polytechnic University, National University of Ho Chi Minh City:",3
4,"University of Industrial Technology, Thai Nguyen University:",3
4,University of Transport:,4
4,Hai Phong University:,2
4,Hanoi University of Mining and Geology:,0
4,Hanoi University of Agriculture:,2
4,University of Transport Technology,3
4,Irrigation University:,1
4,Construction University:,5
4,Forestry University:,1
4,Electricity University:,5
4,University of Economic and Technical Industry:,3
4,Hanoi University of Industry:,1
4,Quang Ninh Industrial University:,5
4,Viet Hung University of Industry:,1
4,Viet Tri University of Industry:,2
4,Bac Giang University of Agriculture and Forestry:,0
4,Sao Do University,1
4,Hung Yen University of Technical Education,2
4,Nam Dinh University of Technical Education,2
4,Vinh University of Technical Education,0
4,Vinh University of Industry,3
4,Central Construction University,1
4,Nha Trang University,2
4,Ho Chi Minh City University of Industry,5
4,Ho Chi Minh City University of Food Industry,3
4,Ho Chi Minh City University of Transport,5
4,Ho Chi Minh City University of Agriculture and Forestry,4
4,Ho Chi Minh City University of Technical Education,4
4,Tran Dai Nghia University,3
4,Vietnam Maritime University,4
4,Ngo Quyen University,4
4,Ho Chi Minh City University of Technology and Technology,5
4,Long An University of Economics and Industry,1
4,Binh Duong University of Economics and Technology,2
4,Lac Hong University,1
4,Nguyen Tat Thanh University,4
4,Saigon University of Technology,5
4,Can Tho University,0
4,Hanoi Medical University,0
4,Ho Chi Minh City University of Medicine and Pharmacy,5
4,Hanoi University of Pharmacy,0
4,Military Medical Academy,0
4,Thai Binh University of Medicine and Pharmacy,2
4,Can Tho University of Medicine and Pharmacy,5
4,Hue University of Medicine and Pharmacy,3
4,Pham Ngoc Thach Medical University,5
4,Faculty of Medicine - Ho Chi Minh City National University,2
4,Vietnam Traditional Medicine and Pharmacy Institute,5
4,Hai Phong University of Medicine and Pharmacy,2
4,Vinh Medical University,1
4,University of Medicine and Pharmacy - Thai Nguyen University,5
4,HA NOI PHARMACEUTICAL DEPARTMENT,4
4,University of Economic and Technical Industry,4
4,Thanh Tay University,0
4,Forestry University (Campus 1),5
4,Hanoi University of Science and Technology ...,5
4,University of Technology - The University of Da Nang,4
4,Can Tho University,0
4,Nha Trang University,5
4,Nghe An University of Economics,1
4,The University of Ba Ria - Vung Tau ...,2
4,Vietnam National Academy of Music,4
4,Vietnam University of Fine Arts,1
4,Central University of Art Education,0
4,Hue Academy of Music,0
4,Ho Chi Minh City Conservatory of Music,4
4,Ho Chi Minh City University of Fine Arts,3
4,Military Culture - Art University,5
4,Hanoi University of Theater and Cinema,0
4,Northwestern College of Culture and Arts,0
4,Dong Nai College of Decorative Arts,4
4,Industrial Art University,3
4,Asian University of Industrial Fine Arts,4
4,Ho Chi Minh City University of Theater and Cinema,3
4,Vietnam Dance Academy,0
4,Viet Bac College of Culture and Arts,4
4,An College of Culture and Arts,5
4,Hanoi University of Education,4
4,Education University - Hanoi National University,1
4,HCMC University of Education,4
4,Central University of Art Education,1
4,University of Foreign Languages ??- Hanoi National University (QHF),0
4,University of Social Sciences and Humanities - National University of Ho Chi Minh City,3
4,University of Education - Thai Nguyen University,0
4,University of Education - The University of Da Nang,4
4,University of Education - Hue University,1
4,Hanoi University of Education 2,0
4,University of Social Sciences and Humanities - Hanoi National University,3
4,Journalism Academy - Propaganda,1
4,Journalism Academy - Propaganda,4
4,Journalism Academy - Propaganda,3
4,University of Social Sciences and Humanities - National University of Ho Chi Minh City,5
4,University of Social Sciences and Humanities - National University of Ho Chi Minh City,4
4,University of Labor - Society (Hanoi Campus),5
4,Labor - Social University (Hanoi Campus),5
4,University Union,4
4,Ton Duc Thang University,0
4,University of Education - The University of Da Nang,3
4,University of Labor - Society (Southern campus),3
4,University of Labor - Society (Southern campus),0
4,University of Labor - Society (Son Tay Campus),4
4,Vietnamese Women's Academy,1
4,University of Science - Hue University,3
4,Quy Nhon University,4
4,University of Science - Thai Nguyen University,1
4,"Thanh Hoa University of Culture, Sports and Tourism",5
4,Hoa Binh University,2
4,National Economic University,1
4,University of Economics - Hanoi National University,5
4,University of Commerce,0
4,Foreign Trade University,5
4,Academy of Finance,1
4,University of Economics - The University of Da Nang,2
4,University of Economics - Law (UEL),4
4,University of Economics and Finance Ho Chi Minh City (UEF),3
4,University of Finance - Marketing (UFM),4
4,Foreign Trade University of Ho Chi Minh City,1
4,Banking Academy,5
4,Banking University of Ho Chi Minh City,2
4,Ton Duc Thang University,0
4,Hanoi University of Internal Affairs,5
4,Hanoi University,0
4,Hanoi Capital University,1
4,Hanoi University of Culture,3
4,Hanoi University of Social Sciences and Humanities,5
4,Hanoi University of Industry,5
4,Hanoi Open University,0
4,Vietnam Women's Academy,5
4,University of Commerce,1
4,National Economics University,1
4,Thanh Do University,4
4,Thang Long University,5
4,FPT University,5
4,Huu Nghi University of Technology and Management,3
4,Dai Nam University,1
5,Hanoi University of Technology:,4
5,Military Technical Academy:,4
5,"University of Technology, University of Da Nang:",0
5,"Polytechnic University, National University of Ho Chi Minh City:",5
5,"University of Industrial Technology, Thai Nguyen University:",2
5,University of Transport:,3
5,Hai Phong University:,0
5,Hanoi University of Mining and Geology:,0
5,Hanoi University of Agriculture:,5
5,University of Transport Technology,4
5,Irrigation University:,1
5,Construction University:,5
5,Forestry University:,4
5,Electricity University:,1
5,University of Economic and Technical Industry:,3
5,Hanoi University of Industry:,3
5,Quang Ninh Industrial University:,5
5,Viet Hung University of Industry:,4
5,Viet Tri University of Industry:,4
5,Bac Giang University of Agriculture and Forestry:,0
5,Sao Do University,0
5,Hung Yen University of Technical Education,3
5,Nam Dinh University of Technical Education,3
5,Vinh University of Technical Education,0
5,Vinh University of Industry,3
5,Central Construction University,1
5,Nha Trang University,0
5,Ho Chi Minh City University of Industry,5
5,Ho Chi Minh City University of Food Industry,1
5,Ho Chi Minh City University of Transport,3
5,Ho Chi Minh City University of Agriculture and Forestry,2
5,Ho Chi Minh City University of Technical Education,5
5,Tran Dai Nghia University,1
5,Vietnam Maritime University,0
5,Ngo Quyen University,0
5,Ho Chi Minh City University of Technology and Technology,0
5,Long An University of Economics and Industry,4
5,Binh Duong University of Economics and Technology,2
5,Lac Hong University,0
5,Nguyen Tat Thanh University,4
5,Saigon University of Technology,3
5,Can Tho University,2
5,Hanoi Medical University,4
5,Ho Chi Minh City University of Medicine and Pharmacy,1
5,Hanoi University of Pharmacy,2
5,Military Medical Academy,1
5,Thai Binh University of Medicine and Pharmacy,0
5,Can Tho University of Medicine and Pharmacy,2
5,Hue University of Medicine and Pharmacy,4
5,Pham Ngoc Thach Medical University,1
5,Faculty of Medicine - Ho Chi Minh City National University,5
5,Vietnam Traditional Medicine and Pharmacy Institute,4
5,Hai Phong University of Medicine and Pharmacy,3
5,Vinh Medical University,2
5,University of Medicine and Pharmacy - Thai Nguyen University,0
5,HA NOI PHARMACEUTICAL DEPARTMENT,4
5,University of Economic and Technical Industry,5
5,Thanh Tay University,2
5,Forestry University (Campus 1),2
5,Hanoi University of Science and Technology ...,0
5,University of Technology - The University of Da Nang,3
5,Can Tho University,1
5,Nha Trang University,5
5,Nghe An University of Economics,1
5,The University of Ba Ria - Vung Tau ...,4
5,Vietnam National Academy of Music,3
5,Vietnam University of Fine Arts,1
5,Central University of Art Education,2
5,Hue Academy of Music,3
5,Ho Chi Minh City Conservatory of Music,2
5,Ho Chi Minh City University of Fine Arts,4
5,Military Culture - Art University,4
5,Hanoi University of Theater and Cinema,1
5,Northwestern College of Culture and Arts,0
5,Dong Nai College of Decorative Arts,0
5,Industrial Art University,1
5,Asian University of Industrial Fine Arts,5
5,Ho Chi Minh City University of Theater and Cinema,2
5,Vietnam Dance Academy,4
5,Viet Bac College of Culture and Arts,4
5,An College of Culture and Arts,1
5,Hanoi University of Education,0
5,Education University - Hanoi National University,4
5,HCMC University of Education,4
5,Central University of Art Education,0
5,University of Foreign Languages ??- Hanoi National University (QHF),1
5,University of Social Sciences and Humanities - National University of Ho Chi Minh City,0
5,University of Education - Thai Nguyen University,4
5,University of Education - The University of Da Nang,1
5,University of Education - Hue University,3
5,Hanoi University of Education 2,5
5,University of Social Sciences and Humanities - Hanoi National University,5
5,Journalism Academy - Propaganda,5
5,Journalism Academy - Propaganda,3
5,Journalism Academy - Propaganda,4
5,University of Social Sciences and Humanities - National University of Ho Chi Minh City,5
5,University of Social Sciences and Humanities - National University of Ho Chi Minh City,2
5,University of Labor - Society (Hanoi Campus),0
5,Labor - Social University (Hanoi Campus),5
5,University Union,2
5,Ton Duc Thang University,1
5,University of Education - The University of Da Nang,4
5,University of Labor - Society (Southern campus),0
5,University of Labor - Society (Southern campus),3
5,University of Labor - Society (Son Tay Campus),1
5,Vietnamese Women's Academy,5
5,University of Science - Hue University,5
5,Quy Nhon University,2
5,University of Science - Thai Nguyen University,5
5,"Thanh Hoa University of Culture, Sports and Tourism",4
5,Hoa Binh University,4
5,National Economic University,4
5,University of Economics - Hanoi National University,3
5,University of Commerce,1
5,Foreign Trade University,4
5,Academy of Finance,1
5,University of Economics - The University of Da Nang,5
5,University of Economics - Law (UEL),4
5,University of Economics and Finance Ho Chi Minh City (UEF),2
5,University of Finance - Marketing (UFM),4
5,Foreign Trade University of Ho Chi Minh City,5
5,Banking Academy,3
5,Banking University of Ho Chi Minh City,1
5,Ton Duc Thang University,2
5,Hanoi University of Internal Affairs,5
5,Hanoi University,5
5,Hanoi Capital University,5
5,Hanoi University of Culture,2
5,Hanoi University of Social Sciences and Humanities,2
5,Hanoi University of Industry,1
5,Hanoi Open University,0
5,Vietnam Women's Academy,1
5,University of Commerce,3
5,National Economics University,0
5,Thanh Do University,5
5,Thang Long University,2
5,FPT University,1
5,Huu Nghi University of Technology and Management,3
5,Dai Nam University,5
6,Hanoi University of Technology:,0
6,Military Technical Academy:,2
6,"University of Technology, University of Da Nang:",2
6,"Polytechnic University, National University of Ho Chi Minh City:",4
6,"University of Industrial Technology, Thai Nguyen University:",5
6,University of Transport:,4
6,Hai Phong University:,1
6,Hanoi University of Mining and Geology:,5
6,Hanoi University of Agriculture:,2
6,University of Transport Technology,3
6,Irrigation University:,2
6,Construction University:,1
6,Forestry University:,4
6,Electricity University:,3
6,University of Economic and Technical Industry:,0
6,Hanoi University of Industry:,4
6,Quang Ninh Industrial University:,0
6,Viet Hung University of Industry:,3
6,Viet Tri University of Industry:,1
6,Bac Giang University of Agriculture and Forestry:,0
6,Sao Do University,2
6,Hung Yen University of Technical Education,3
6,Nam Dinh University of Technical Education,2
6,Vinh University of Technical Education,1
6,Vinh University of Industry,2
6,Central Construction University,5
6,Nha Trang University,1
6,Ho Chi Minh City University of Industry,5
6,Ho Chi Minh City University of Food Industry,4
6,Ho Chi Minh City University of Transport,0
6,Ho Chi Minh City University of Agriculture and Forestry,4
6,Ho Chi Minh City University of Technical Education,3
6,Tran Dai Nghia University,1
6,Vietnam Maritime University,0
6,Ngo Quyen University,4
6,Ho Chi Minh City University of Technology and Technology,1
6,Long An University of Economics and Industry,1
6,Binh Duong University of Economics and Technology,4
6,Lac Hong University,1
6,Nguyen Tat Thanh University,3
6,Saigon University of Technology,5
6,Can Tho University,0
6,Hanoi Medical University,4
6,Ho Chi Minh City University of Medicine and Pharmacy,1
6,Hanoi University of Pharmacy,4
6,Military Medical Academy,1
6,Thai Binh University of Medicine and Pharmacy,1
6,Can Tho University of Medicine and Pharmacy,5
6,Hue University of Medicine and Pharmacy,3
6,Pham Ngoc Thach Medical University,5
6,Faculty of Medicine - Ho Chi Minh City National University,5
6,Vietnam Traditional Medicine and Pharmacy Institute,2
6,Hai Phong University of Medicine and Pharmacy,2
6,Vinh Medical University,0
6,University of Medicine and Pharmacy - Thai Nguyen University,1
6,HA NOI PHARMACEUTICAL DEPARTMENT,2
6,University of Economic and Technical Industry,3
6,Thanh Tay University,2
6,Forestry University (Campus 1),4
6,Hanoi University of Science and Technology ...,4
6,University of Technology - The University of Da Nang,5
6,Can Tho University,4
6,Nha Trang University,3
6,Nghe An University of Economics,3
6,The University of Ba Ria - Vung Tau ...,1
6,Vietnam National Academy of Music,1
6,Vietnam University of Fine Arts,5
6,Central University of Art Education,5
6,Hue Academy of Music,1
6,Ho Chi Minh City Conservatory of Music,3
6,Ho Chi Minh City University of Fine Arts,5
6,Military Culture - Art University,1
6,Hanoi University of Theater and Cinema,4
6,Northwestern College of Culture and Arts,1
6,Dong Nai College of Decorative Arts,5
6,Industrial Art University,1
6,Asian University of Industrial Fine Arts,1
6,Ho Chi Minh City University of Theater and Cinema,2
6,Vietnam Dance Academy,1
6,Viet Bac College of Culture and Arts,1
6,An College of Culture and Arts,5
6,Hanoi University of Education,2
6,Education University - Hanoi National University,1
6,HCMC University of Education,4
6,Central University of Art Education,2
6,University of Foreign Languages ??- Hanoi National University (QHF),2
6,University of Social Sciences and Humanities - National University of Ho Chi Minh City,4
6,University of Education - Thai Nguyen University,4
6,University of Education - The University of Da Nang,5
6,University of Education - Hue University,4
6,Hanoi University of Education 2,3
6,University of Social Sciences and Humanities - Hanoi National University,5
6,Journalism Academy - Propaganda,2
6,Journalism Academy - Propaganda,5
